112,68273.6328125
253829,15197.0341796875
324869,81553.3515625
102935,19084.6796875
328990,46159.890625
339759,6119.36474609375
293302,133609.53125
426042,13771.806640625
211134,22385.712890625
16194,129785.2578125
27074,49522.03125
65372,52109.48046875
124125,8064.41455078125
81386,349410.09375
83947,70669.921875
287212,94221.0234375
134907,59622.03515625
206632,86623.828125
27147,77786.8359375
22799,59265.5
334491,48692.0703125
302117,10392.5146484375
125516,56864.24609375
296837,8422.6376953125
12364,82377.5078125
298815,106995.4765625
172630,42992.2890625
62167,64554.69140625
177960,79940.171875
385597,51725.05078125
294323,159714.765625
383475,54954.0546875
930,137443.1875
378830,69023.921875
11912,192422.75
372608,74527.2109375
129481,116689.4296875
329016,142001.328125
404453,77685.7890625
82322,94231.4375
382896,37552.15625
341300,1209.4454345703125
16258,129439.4765625
1936,237974.25
248218,46713.94140625
168851,3342.817626953125
369054,83727.3984375
278141,50803.23046875
364631,80356.25
336796,1753.3662109375
298816,83662.0234375
40302,10534.5625
154169,364259.21875
201928,3240.76220703125
56349,2337.5029296875
2772,22881.82421875
36015,20976.70703125
3192,53463.5
299964,9822.322265625
130981,64960.0859375
417803,47774.17578125
44494,48753.4375
361347,45491.91015625
235399,137831.015625
239757,74535.6953125
228878,75016.1484375
243856,140012.34375
204957,59237.78515625
163743,64521.875
126884,63015.68359375
234539,84491.96875
70573,55144.75
394675,47279.375
75576,52356.953125
140232,169300.640625
197197,284148.3125
176462,105402.28125
161870,52348.796875
237654,98588.9609375
237271,67749.3125
218341,58536.453125
215782,63866.63671875
243052,43430.13671875
245232,77019.96875
203003,60709.3203125
92155,75858.8671875
43260,64770.6171875
126160,45317.640625
253803,54653.9140625
308612,32798.796875
394941,39268.23046875
121727,69479.96875
304820,37974.265625
170546,15704.7138671875
588212,11745.2138671875
631518,10737.1787109375
254860,39862.2578125
138399,59549.3828125
302629,63426.84765625
362409,100351.3671875
210389,17003.494140625
80986,50439.9609375
297184,136931.28125
32353,8664.427734375
83298,71088.6484375
339812,13865.3095703125
210406,3563.41064453125
346093,78759.1015625
253549,32407.82421875
37879,49171.18359375
11258,55924.4375
283771,165898.71875
231932,2070.828857421875
134909,70596.8125
97110,273739.84375
324074,126102.84375
125161,37689.41015625
21651,33448.78125
253511,14456.50390625
118836,84203.5703125
22439,87938.5390625
294771,128094.3046875
134840,138550.171875
205238,33564.71484375
297013,43998.03125
341197,42283.29296875
242990,86441.8125
415239,83822.890625
297352,72316.96875
94263,137386.453125
319129,67790.234375
137757,127708.21875
53965,186344.6875
29480,54545.03125
72626,122373.796875
66739,98141.546875
34992,212473.375
393674,203840.125
2510,67975.0625
108870,111729.9921875
368750,142982.90625
259193,125819.0
307385,53144.046875
172618,72807.3515625
91757,85220.28125
53943,28512.484375
355973,88266.765625
190468,73153.078125
269717,44787.46484375
120086,64928.2890625
207906,131513.953125
46501,88175.4453125
153510,101023.7109375
170409,95637.53125
127659,58076.73828125
146493,64473.57421875
239936,81907.7265625
153164,61751.74609375
229081,55050.234375
256221,44216.8671875
97118,162106.59375
183397,51903.66796875
393702,89266.6484375
102506,85093.9375
210410,64270.99609375
249725,65990.2578125
24858,47006.0546875
151712,38000.63671875
167335,43338.171875
16317,34823.4453125
180284,97622.34375
298110,45020.234375
54964,49918.7421875
121742,87730.171875
267052,48138.43359375
259008,107129.1484375
199875,92902.578125
205139,40388.22265625
75767,50929.640625
86563,60117.234375
115969,50939.7109375
174475,141072.875
175326,57721.76953125
255388,23575.5390625
60555,6215.86865234375
343051,165594.828125
297956,60936.62109375
131078,34255.7109375
421903,46042.40234375
12257,1213.0244140625
416596,35692.53125
260464,30667.9921875
309319,53807.546875
